"","ensembl_gene_id","ensembl_peptide_id","ensembl_gene_id_version","external_gene_name","external_gene_source","hgnc_id","hgnc_symbol","zfin_id_id","zfin_id_symbol","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmusculus_homolog_perc_id","mmusculus_homolog_perc_id_r1","mmusculus_homolog_orthology_confidence"
"15926","ENSAPEG00000011298","ENSAPEP00000015908","ENSAPEG00000011298.1","plekha8","ZFIN",NA,NA,"ZDB-GENE-041114-69","plekha8","ENSMUSG00000005225","Plekha8","ortholog_one2one",56.2278,60.8863,0
"15927","ENSAPEG00000011298","ENSAPEP00000015932","ENSAPEG00000011298.1","plekha8","ZFIN",NA,NA,"ZDB-GENE-041114-69","plekha8","ENSMUSG00000005225","Plekha8","ortholog_one2one",56.2278,60.8863,0
"15928","ENSAPEG00000011299","ENSAPEP00000015906","ENSAPEG00000011299.1","patl2","ZFIN",NA,NA,"ZDB-GENE-121214-350","patl2","ENSMUSG00000027233","Patl2","ortholog_one2one",31.7726,35.9168,0
"15929","ENSAPEG00000011300","ENSAPEP00000016100","ENSAPEG00000011300.1","ncapd2","ZFIN",NA,NA,"ZDB-GENE-050506-59","ncapd2","ENSMUSG00000038252","Ncapd2","ortholog_one2one",47.1754,46.1925,0
"15930","ENSAPEG00000011301","ENSAPEP00000015888","ENSAPEG00000011301.1","SRC","HGNC Symbol","HGNC:11283","SRC",NA,NA,NA,NA,NA,NA,NA,NA
"15931","ENSAPEG00000011302","ENSAPEP00000015884","ENSAPEG00000011302.1","cdk9","ZFIN",NA,NA,"ZDB-GENE-030131-321","cdk9","ENSMUSG00000009555","Cdk9","ortholog_one2one",84.7328,89.5161,0
"15932","ENSAPEG00000011303","ENSAPEP00000015854","ENSAPEG00000011303.1","tmem160","ZFIN",NA,NA,"ZDB-GENE-060503-851","tmem160","ENSMUSG00000019158","Tmem160","ortholog_one2one",33.6245,40.9574,1
"15933","ENSAPEG00000011304","ENSAPEP00000015861","ENSAPEG00000011304.1","ugt1b1","ZFIN",NA,NA,"ZDB-GENE-080227-10","ugt1b1","ENSMUSG00000089960","Ugt1a1","ortholog_one2many",47.4383,46.729,0
"15934","ENSAPEG00000011305","ENSAPEP00000015867","ENSAPEG00000011305.1","ENSAPEG00000011305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15935","ENSAPEG00000011306","ENSAPEP00000015895","ENSAPEG00000011306.1","ENSAPEG00000011306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15936","ENSAPEG00000011307","ENSAPEP00000015862","ENSAPEG00000011307.1","palm1b","ZFIN",NA,NA,"ZDB-GENE-040426-1147","palm1b",NA,NA,NA,NA,NA,NA
"15937","ENSAPEG00000011308","ENSAPEP00000015868","ENSAPEG00000011308.1","ENSAPEG00000011308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15938","ENSAPEG00000011309","ENSAPEP00000015897","ENSAPEG00000011309.1","cadm2b","ZFIN",NA,NA,"ZDB-GENE-080506-3","cadm2b","ENSMUSG00000064115","Cadm2","ortholog_one2many",68.5279,62.069,0
"15939","ENSAPEG00000011311","ENSAPEP00000015882","ENSAPEG00000011311.1","lrrc10","ZFIN",NA,NA,"ZDB-GENE-071119-6","lrrc10","ENSMUSG00000060187","Lrrc10","ortholog_one2one",59.1241,59.1241,0
"15940","ENSAPEG00000011312","ENSAPEP00000015878","ENSAPEG00000011312.1","ENSAPEG00000011312",NA,NA,NA,NA,NA,"ENSMUSG00000048756","Foxo3","ortholog_one2one",60.0644,55.506,0
"15941","ENSAPEG00000011313","ENSAPEP00000015866","ENSAPEG00000011313.1","atxn1a","ZFIN",NA,NA,"ZDB-GENE-060503-759","atxn1a","ENSMUSG00000046876","Atxn1","ortholog_one2many",45.7669,46.6834,1
"15942","ENSAPEG00000011314","ENSAPEP00000015879","ENSAPEG00000011314.1","ENSAPEG00000011314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15943","ENSAPEG00000011316","ENSAPEP00000015869","ENSAPEG00000011316.1","egln2","ZFIN",NA,NA,"ZDB-GENE-060503-757","egln2","ENSMUSG00000058709","Egln2","ortholog_one2one",39.3195,49.642,0
"15944","ENSAPEG00000011316","ENSAPEP00000015881","ENSAPEG00000011316.1","egln2","ZFIN",NA,NA,"ZDB-GENE-060503-757","egln2","ENSMUSG00000058709","Egln2","ortholog_one2one",39.3195,49.642,0
"15945","ENSAPEG00000011317","ENSAPEP00000015871","ENSAPEG00000011317.1","coq5","ZFIN",NA,NA,"ZDB-GENE-040912-5","coq5","ENSMUSG00000041733","Coq5","ortholog_one2one",56.135,55.9633,0
"15946","ENSAPEG00000011318","ENSAPEP00000015872","ENSAPEG00000011318.1","nxph2a","ZFIN",NA,NA,"ZDB-GENE-060503-124","nxph2a","ENSMUSG00000069132","Nxph2","ortholog_one2one",70.3422,70.8812,1
"15947","ENSAPEG00000011319","ENSAPEP00000015900","ENSAPEG00000011319.1","ENSAPEG00000011319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15948","ENSAPEG00000011320","ENSAPEP00000015913","ENSAPEG00000011320.1","best4","ZFIN",NA,NA,"ZDB-GENE-070912-6","best4",NA,NA,NA,NA,NA,NA
"15949","ENSAPEG00000011321","ENSAPEP00000015931","ENSAPEG00000011321.1","si:ch211-154o6.3","ZFIN",NA,NA,"ZDB-GENE-030131-1030","si:ch211-154o6.3","ENSMUSG00000026523","Wdr64","ortholog_many2many",13.7931,6.99816,0
"15950","ENSAPEG00000011321","ENSAPEP00000015941","ENSAPEG00000011321.1","si:ch211-154o6.3","ZFIN",NA,NA,"ZDB-GENE-030131-1030","si:ch211-154o6.3","ENSMUSG00000026523","Wdr64","ortholog_many2many",13.7931,6.99816,0
"15951","ENSAPEG00000011321","ENSAPEP00000015961","ENSAPEG00000011321.1","si:ch211-154o6.3","ZFIN",NA,NA,"ZDB-GENE-030131-1030","si:ch211-154o6.3","ENSMUSG00000026523","Wdr64","ortholog_many2many",13.7931,6.99816,0
"15952","ENSAPEG00000011322","ENSAPEP00000015891","ENSAPEG00000011322.1","UBL5","HGNC Symbol","HGNC:13736","UBL5",NA,NA,"ENSMUSG00000084786","Ubl5","ortholog_one2many",93.1507,60.177,0
"15953","ENSAPEG00000011323","ENSAPEP00000015889","ENSAPEG00000011323.1","ENSAPEG00000011323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15954","ENSAPEG00000011324","ENSAPEP00000015892","ENSAPEG00000011324.1","spopla","ZFIN",NA,NA,"ZDB-GENE-050320-3","spopla","ENSMUSG00000026771","Spopl","ortholog_one2one",89.5408,89.5408,0
"15955","ENSAPEG00000011324","ENSAPEP00000015899","ENSAPEG00000011324.1","spopla","ZFIN",NA,NA,"ZDB-GENE-050320-3","spopla","ENSMUSG00000026771","Spopl","ortholog_one2one",89.5408,89.5408,0
"15956","ENSAPEG00000011325","ENSAPEP00000015940","ENSAPEG00000011325.1","ENSAPEG00000011325",NA,NA,NA,NA,NA,"ENSMUSG00000024811","Tnks2","ortholog_one2one",62.8247,33.1904,0
"15957","ENSAPEG00000011326","ENSAPEP00000015915","ENSAPEG00000011326.1","chrnb3b","ZFIN",NA,NA,"ZDB-GENE-030102-4","chrnb3b","ENSMUSG00000031492","Chrnb3","ortholog_one2many",71.6518,69.181,0
"15958","ENSAPEG00000011327","ENSAPEP00000015919","ENSAPEG00000011327.1","BHLHE40","HGNC Symbol","HGNC:1046","BHLHE40",NA,NA,NA,NA,NA,NA,NA,NA
"15959","ENSAPEG00000011328","ENSAPEP00000015905","ENSAPEG00000011328.1","vsx2","ZFIN",NA,NA,"ZDB-GENE-001222-1","vsx2","ENSMUSG00000021239","Vsx2","ortholog_one2many",66.4987,69.4737,0
"15960","ENSAPEG00000011328","ENSAPEP00000015925","ENSAPEG00000011328.1","vsx2","ZFIN",NA,NA,"ZDB-GENE-001222-1","vsx2","ENSMUSG00000021239","Vsx2","ortholog_one2many",66.4987,69.4737,0
"15961","ENSAPEG00000011329","ENSAPEP00000015948","ENSAPEG00000011329.1","afap1l1a","ZFIN",NA,NA,"ZDB-GENE-050913-76","afap1l1a",NA,NA,NA,NA,NA,NA
"15962","ENSAPEG00000011330","ENSAPEP00000015914","ENSAPEG00000011330.1","ENSAPEG00000011330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15963","ENSAPEG00000011331","ENSAPEP00000015898","ENSAPEG00000011331.1","manbal","ZFIN",NA,NA,"ZDB-GENE-161222-1","manbal","ENSMUSG00000063019","Manbal","ortholog_one2one",60.4651,61.1765,0
"15964","ENSAPEG00000011331","ENSAPEP00000015903","ENSAPEG00000011331.1","manbal","ZFIN",NA,NA,"ZDB-GENE-161222-1","manbal","ENSMUSG00000063019","Manbal","ortholog_one2one",60.4651,61.1765,0
"15965","ENSAPEG00000011332","ENSAPEP00000016015","ENSAPEG00000011332.1","pelp1","ZFIN",NA,NA,"ZDB-GENE-140106-164","pelp1",NA,NA,NA,NA,NA,NA
"15966","ENSAPEG00000011332","ENSAPEP00000016035","ENSAPEG00000011332.1","pelp1","ZFIN",NA,NA,"ZDB-GENE-140106-164","pelp1",NA,NA,NA,NA,NA,NA
"15967","ENSAPEG00000011333","ENSAPEP00000015946","ENSAPEG00000011333.1","cpne7","ZFIN",NA,NA,"ZDB-GENE-131125-70","cpne7","ENSMUSG00000034796","Cpne7","ortholog_one2one",72.5714,68.4022,0
"15968","ENSAPEG00000011334","ENSAPEP00000016102","ENSAPEG00000011334.1","zgc:85843","ZFIN",NA,NA,"ZDB-GENE-040426-2362","zgc:85843",NA,NA,NA,NA,NA,NA
"15969","ENSAPEG00000011334","ENSAPEP00000016122","ENSAPEG00000011334.1","zgc:85843","ZFIN",NA,NA,"ZDB-GENE-040426-2362","zgc:85843",NA,NA,NA,NA,NA,NA
"15970","ENSAPEG00000011334","ENSAPEP00000016141","ENSAPEG00000011334.1","zgc:85843","ZFIN",NA,NA,"ZDB-GENE-040426-2362","zgc:85843",NA,NA,NA,NA,NA,NA
"15971","ENSAPEG00000011334","ENSAPEP00000016148","ENSAPEG00000011334.1","zgc:85843","ZFIN",NA,NA,"ZDB-GENE-040426-2362","zgc:85843",NA,NA,NA,NA,NA,NA
"15972","ENSAPEG00000011335","ENSAPEP00000015969","ENSAPEG00000011335.1","zmiz1a","ZFIN",NA,NA,"ZDB-GENE-080220-27","zmiz1a","ENSMUSG00000007817","Zmiz1","ortholog_one2many",79.9816,81.25,1
"15973","ENSAPEG00000011335","ENSAPEP00000016004","ENSAPEG00000011335.1","zmiz1a","ZFIN",NA,NA,"ZDB-GENE-080220-27","zmiz1a","ENSMUSG00000007817","Zmiz1","ortholog_one2many",79.9816,81.25,1
"15974","ENSAPEG00000011336","ENSAPEP00000015930","ENSAPEG00000011336.1","slc1a5","ZFIN",NA,NA,"ZDB-GENE-070501-4","slc1a5","ENSMUSG00000001918","Slc1a5","ortholog_one2one",64.9156,62.3423,1
"15975","ENSAPEG00000011336","ENSAPEP00000015937","ENSAPEG00000011336.1","slc1a5","ZFIN",NA,NA,"ZDB-GENE-070501-4","slc1a5","ENSMUSG00000001918","Slc1a5","ortholog_one2one",64.9156,62.3423,1
"15976","ENSAPEG00000011336","ENSAPEP00000015947","ENSAPEG00000011336.1","slc1a5","ZFIN",NA,NA,"ZDB-GENE-070501-4","slc1a5","ENSMUSG00000001918","Slc1a5","ortholog_one2one",64.9156,62.3423,1
"15977","ENSAPEG00000011337","ENSAPEP00000016098","ENSAPEG00000011337.1","dock7","ZFIN",NA,NA,"ZDB-GENE-050302-15","dock7","ENSMUSG00000028556","Dock7","ortholog_one2one",88.2636,86.1502,1
"15978","ENSAPEG00000011338","ENSAPEP00000015976","ENSAPEG00000011338.1","rabep1","ZFIN",NA,NA,"ZDB-GENE-060526-165","rabep1","ENSMUSG00000020817","Rabep1","ortholog_one2one",70.151,69.9074,0
"15979","ENSAPEG00000011338","ENSAPEP00000015993","ENSAPEG00000011338.1","rabep1","ZFIN",NA,NA,"ZDB-GENE-060526-165","rabep1","ENSMUSG00000020817","Rabep1","ortholog_one2one",70.151,69.9074,0
"15980","ENSAPEG00000011338","ENSAPEP00000016013","ENSAPEG00000011338.1","rabep1","ZFIN",NA,NA,"ZDB-GENE-060526-165","rabep1","ENSMUSG00000020817","Rabep1","ortholog_one2one",70.151,69.9074,0
"15981","ENSAPEG00000011339","ENSAPEP00000015953","ENSAPEG00000011339.1","fpgs","ZFIN",NA,NA,"ZDB-GENE-040426-2781","fpgs","ENSMUSG00000009566","Fpgs","ortholog_one2one",57.6125,56.7291,0
"15982","ENSAPEG00000011339","ENSAPEP00000015967","ENSAPEG00000011339.1","fpgs","ZFIN",NA,NA,"ZDB-GENE-040426-2781","fpgs","ENSMUSG00000009566","Fpgs","ortholog_one2one",57.6125,56.7291,0
"15983","ENSAPEG00000011340","ENSAPEP00000015904","ENSAPEG00000011340.1","fam8a1a","ZFIN",NA,NA,"ZDB-GENE-141216-66","fam8a1a","ENSMUSG00000069237","Fam8a1","ortholog_one2many",50,39.3484,0
"15984","ENSAPEG00000011341","ENSAPEP00000015942","ENSAPEG00000011341.1","kremen1","ZFIN",NA,NA,"ZDB-GENE-070705-262","kremen1","ENSMUSG00000020393","Kremen1","ortholog_one2one",61.4719,60.0423,0
"15985","ENSAPEG00000011341","ENSAPEP00000015957","ENSAPEG00000011341.1","kremen1","ZFIN",NA,NA,"ZDB-GENE-070705-262","kremen1","ENSMUSG00000020393","Kremen1","ortholog_one2one",61.4719,60.0423,0
"15986","ENSAPEG00000011342","ENSAPEP00000015907","ENSAPEG00000011342.1","hsdl1","ZFIN",NA,NA,"ZDB-GENE-041212-31","hsdl1","ENSMUSG00000034189","Hsdl1","ortholog_one2one",50.9259,50,0
"15987","ENSAPEG00000011343","ENSAPEP00000015971","ENSAPEG00000011343.1","cnot2","ZFIN",NA,NA,"ZDB-GENE-070410-70","cnot2","ENSMUSG00000020166","Cnot2","ortholog_one2many",86.4245,83.7037,0
"15988","ENSAPEG00000011344","ENSAPEP00000015911","ENSAPEG00000011344.1","ENSAPEG00000011344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15989","ENSAPEG00000011345","ENSAPEP00000016019","ENSAPEG00000011345.1","tspearb","ZFIN",NA,NA,"ZDB-GENE-030131-4270","tspearb","ENSMUSG00000069581","Tspear","ortholog_one2many",53.1915,52.2388,0
"15990","ENSAPEG00000011345","ENSAPEP00000016054","ENSAPEG00000011345.1","tspearb","ZFIN",NA,NA,"ZDB-GENE-030131-4270","tspearb","ENSMUSG00000069581","Tspear","ortholog_one2many",53.1915,52.2388,0
"15991","ENSAPEG00000011346","ENSAPEP00000015912","ENSAPEG00000011346.1","ccr9b","ZFIN",NA,NA,"ZDB-GENE-070301-3","ccr9b","ENSMUSG00000029530","Ccr9","ortholog_one2many",42.3181,42.5474,0
"15992","ENSAPEG00000011347","ENSAPEP00000015982","ENSAPEG00000011347.1","eif2d","ZFIN",NA,NA,"ZDB-GENE-040426-1226","eif2d","ENSMUSG00000026427","Eif2d","ortholog_one2one",55.095,55.9649,0
"15993","ENSAPEG00000011347","ENSAPEP00000016002","ENSAPEG00000011347.1","eif2d","ZFIN",NA,NA,"ZDB-GENE-040426-1226","eif2d","ENSMUSG00000026427","Eif2d","ortholog_one2one",55.095,55.9649,0
"15994","ENSAPEG00000011348","ENSAPEP00000016045","ENSAPEG00000011348.1","VAV1","HGNC Symbol","HGNC:12657","VAV1",NA,NA,"ENSMUSG00000034116","Vav1","ortholog_one2one",66.7849,66.8639,0
"15995","ENSAPEG00000011348","ENSAPEP00000016075","ENSAPEG00000011348.1","VAV1","HGNC Symbol","HGNC:12657","VAV1",NA,NA,"ENSMUSG00000034116","Vav1","ortholog_one2one",66.7849,66.8639,0
"15996","ENSAPEG00000011349","ENSAPEP00000015916","ENSAPEG00000011349.1","ENSAPEG00000011349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15997","ENSAPEG00000011350","ENSAPEP00000015917","ENSAPEG00000011350.1","fabp11a","ZFIN",NA,NA,"ZDB-GENE-040912-132","fabp11a","ENSMUSG00000052468","Pmp2","ortholog_many2many",52.6316,53.0303,0
"15998","ENSAPEG00000011351","ENSAPEP00000015921","ENSAPEG00000011351.1","HNMT","HGNC Symbol","HGNC:5028","HNMT",NA,NA,NA,NA,NA,NA,NA,NA
"15999","ENSAPEG00000011351","ENSAPEP00000015927","ENSAPEG00000011351.1","HNMT","HGNC Symbol","HGNC:5028","HNMT",NA,NA,NA,NA,NA,NA,NA,NA
"16000","ENSAPEG00000011352","ENSAPEP00000016070","ENSAPEG00000011352.1","grin3ba","ZFIN",NA,NA,"ZDB-GENE-070912-354","grin3ba","ENSMUSG00000035745","Grin3b","ortholog_one2many",42.3044,49.0528,0
"16001","ENSAPEG00000011353","ENSAPEP00000015985","ENSAPEG00000011353.1","gbe1b","ZFIN",NA,NA,"ZDB-GENE-110914-16","gbe1b","ENSMUSG00000022707","Gbe1","ortholog_one2one",71.6981,70.3704,0
"16002","ENSAPEG00000011353","ENSAPEP00000016000","ENSAPEG00000011353.1","gbe1b","ZFIN",NA,NA,"ZDB-GENE-110914-16","gbe1b","ENSMUSG00000022707","Gbe1","ortholog_one2one",71.6981,70.3704,0
"16003","ENSAPEG00000011354","ENSAPEP00000015950","ENSAPEG00000011354.1","skia","ZFIN",NA,NA,"ZDB-GENE-990715-9","skia","ENSMUSG00000029050","Ski","ortholog_one2one",69.6721,70.1513,0
"16004","ENSAPEG00000011355","ENSAPEP00000015958","ENSAPEG00000011355.1","lztfl1","ZFIN",NA,NA,"ZDB-GENE-030131-945","lztfl1","ENSMUSG00000025245","Lztfl1","ortholog_one2one",69.7987,69.5652,0
"16005","ENSAPEG00000011356","ENSAPEP00000015935","ENSAPEG00000011356.1","ENSAPEG00000011356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16006","ENSAPEG00000011357","ENSAPEP00000015964","ENSAPEG00000011357.1","TGFB1I1","HGNC Symbol","HGNC:11767","TGFB1I1",NA,NA,"ENSMUSG00000030782","Tgfb1i1","ortholog_one2one",53.1646,52.1739,0
"16007","ENSAPEG00000011357","ENSAPEP00000015977","ENSAPEG00000011357.1","TGFB1I1","HGNC Symbol","HGNC:11767","TGFB1I1",NA,NA,"ENSMUSG00000030782","Tgfb1i1","ortholog_one2one",53.1646,52.1739,0
"16008","ENSAPEG00000011357","ENSAPEP00000015994","ENSAPEG00000011357.1","TGFB1I1","HGNC Symbol","HGNC:11767","TGFB1I1",NA,NA,"ENSMUSG00000030782","Tgfb1i1","ortholog_one2one",53.1646,52.1739,0
"16009","ENSAPEG00000011358","ENSAPEP00000016024","ENSAPEG00000011358.1","hectd3","ZFIN",NA,NA,"ZDB-GENE-031118-179","hectd3","ENSMUSG00000046861","Hectd3","ortholog_one2one",68.8084,68.4088,0
"16010","ENSAPEG00000011359","ENSAPEP00000015945","ENSAPEG00000011359.1","ENSAPEG00000011359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16011","ENSAPEG00000011359","ENSAPEP00000015986","ENSAPEG00000011359.1","ENSAPEG00000011359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16012","ENSAPEG00000011360","ENSAPEP00000015954","ENSAPEG00000011360.1","ENSAPEG00000011360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16013","ENSAPEG00000011360","ENSAPEP00000015972","ENSAPEG00000011360.1","ENSAPEG00000011360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16014","ENSAPEG00000011361","ENSAPEP00000015926","ENSAPEG00000011361.1","mrpl53","ZFIN",NA,NA,"ZDB-GENE-040912-93","mrpl53",NA,NA,NA,NA,NA,NA
"16015","ENSAPEG00000011362","ENSAPEP00000015973","ENSAPEG00000011362.1","ttll3","ZFIN",NA,NA,"ZDB-GENE-060616-182","ttll3",NA,NA,NA,NA,NA,NA
"16016","ENSAPEG00000011363","ENSAPEP00000015956","ENSAPEG00000011363.1","lin52","ZFIN",NA,NA,"ZDB-GENE-061110-82","lin52","ENSMUSG00000085793","Lin52","ortholog_one2one",67.8571,66.6667,0
"16017","ENSAPEG00000011364","ENSAPEP00000015933","ENSAPEG00000011364.1","NPC1L1","HGNC Symbol","HGNC:7898","NPC1L1",NA,NA,"ENSMUSG00000020447","Npc1l1","ortholog_one2one",52.9499,53.8635,0
"16018","ENSAPEG00000011365","ENSAPEP00000015966","ENSAPEG00000011365.1","hnmt","ZFIN",NA,NA,"ZDB-GENE-040801-157","hnmt","ENSMUSG00000026986","Hnmt","ortholog_one2many",51.0204,50.8475,1
"16019","ENSAPEG00000011366","ENSAPEP00000016042","ENSAPEG00000011366.1","inpp4b","ZFIN",NA,NA,"ZDB-GENE-090312-97","inpp4b","ENSMUSG00000037940","Inpp4b","ortholog_one2many",54.3919,51.3284,1
"16020","ENSAPEG00000011367","ENSAPEP00000015936","ENSAPEG00000011367.1","pag1","ZFIN",NA,NA,"ZDB-GENE-060503-586","pag1","ENSMUSG00000027508","Pag1","ortholog_one2one",19.0789,20.2797,0
"16021","ENSAPEG00000011367","ENSAPEP00000015944","ENSAPEG00000011367.1","pag1","ZFIN",NA,NA,"ZDB-GENE-060503-586","pag1","ENSMUSG00000027508","Pag1","ortholog_one2one",19.0789,20.2797,0
"16022","ENSAPEG00000011369","ENSAPEP00000015939","ENSAPEG00000011369.1","kank2","ZFIN",NA,NA,"ZDB-GENE-040724-121","kank2","ENSMUSG00000032194","Kank2","ortholog_one2one",39.055,48.0427,0
"16023","ENSAPEG00000011370","ENSAPEP00000016008","ENSAPEG00000011370.1","colq","ZFIN",NA,NA,"ZDB-GENE-110411-119","colq","ENSMUSG00000057606","Colq","ortholog_one2many",61.7886,49.8906,1
"16024","ENSAPEG00000011371","ENSAPEP00000015955","ENSAPEG00000011371.1","ENSAPEG00000011371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16025","ENSAPEG00000011372","ENSAPEP00000015997","ENSAPEG00000011372.1","cyp24a1","ZFIN",NA,NA,"ZDB-GENE-060825-1","cyp24a1","ENSMUSG00000038567","Cyp24a1","ortholog_one2one",60.4288,60.3113,0
"16026","ENSAPEG00000011373","ENSAPEP00000016010","ENSAPEG00000011373.1","tex2","ZFIN",NA,NA,"ZDB-GENE-070615-7","tex2","ENSMUSG00000040548","Tex2","ortholog_one2many",55.0985,57.0035,0
"16027","ENSAPEG00000011373","ENSAPEP00000016043","ENSAPEG00000011373.1","tex2","ZFIN",NA,NA,"ZDB-GENE-070615-7","tex2","ENSMUSG00000040548","Tex2","ortholog_one2many",55.0985,57.0035,0
"16028","ENSAPEG00000011374","ENSAPEP00000015951","ENSAPEG00000011374.1","ENSAPEG00000011374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16029","ENSAPEG00000011375","ENSAPEP00000016005","ENSAPEG00000011375.1","man1a1","ZFIN",NA,NA,"ZDB-GENE-041014-321","man1a1","ENSMUSG00000003746","Man1a","ortholog_one2one",72.8296,60.8871,0
"16030","ENSAPEG00000011377","ENSAPEP00000015970","ENSAPEG00000011377.1","zgc:162592","ZFIN",NA,NA,"ZDB-GENE-030131-5400","zgc:162592",NA,NA,NA,NA,NA,NA
"16031","ENSAPEG00000011378","ENSAPEP00000015959","ENSAPEG00000011378.1","fkrp","ZFIN",NA,NA,"ZDB-GENE-070412-4","fkrp","ENSMUSG00000048920","Fkrp","ortholog_one2one",56.7108,60.7287,1
"16032","ENSAPEG00000011379","ENSAPEP00000015960","ENSAPEG00000011379.1","HBE1","HGNC Symbol","HGNC:4830","HBE1",NA,NA,NA,NA,NA,NA,NA,NA
"16033","ENSAPEG00000011380","ENSAPEP00000015998","ENSAPEG00000011380.1","znf704","ZFIN",NA,NA,"ZDB-GENE-060503-775","znf704","ENSMUSG00000040209","Zfp704","ortholog_one2one",58.4291,53.8869,1
"16034","ENSAPEG00000011380","ENSAPEP00000016020","ENSAPEG00000011380.1","znf704","ZFIN",NA,NA,"ZDB-GENE-060503-775","znf704","ENSMUSG00000040209","Zfp704","ortholog_one2one",58.4291,53.8869,1
"16035","ENSAPEG00000011381","ENSAPEP00000016050","ENSAPEG00000011381.1","ablim3","ZFIN",NA,NA,"ZDB-GENE-070112-1122","ablim3","ENSMUSG00000032735","Ablim3","ortholog_one2many",66.4653,64.5161,1
"16036","ENSAPEG00000011382","ENSAPEP00000016011","ENSAPEG00000011382.1","drd6b","ZFIN",NA,NA,"ZDB-GENE-121214-145","drd6b",NA,NA,NA,NA,NA,NA
"16037","ENSAPEG00000011383","ENSAPEP00000015979","ENSAPEG00000011383.1","nono","ZFIN",NA,NA,"ZDB-GENE-030131-713","nono","ENSMUSG00000031311","Nono","ortholog_one2one",65.602,56.4482,0
"16038","ENSAPEG00000011384","ENSAPEP00000015965","ENSAPEG00000011384.1","ENSAPEG00000011384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16039","ENSAPEG00000011385","ENSAPEP00000015999","ENSAPEG00000011385.1","ENSAPEG00000011385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16040","ENSAPEG00000011385","ENSAPEP00000016021","ENSAPEG00000011385.1","ENSAPEG00000011385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16041","ENSAPEG00000011386","ENSAPEP00000015974","ENSAPEG00000011386.1","si:dkey-174n20.1","ZFIN",NA,NA,"ZDB-GENE-030131-7890","si:dkey-174n20.1",NA,NA,NA,NA,NA,NA
"16042","ENSAPEG00000011386","ENSAPEP00000015983","ENSAPEG00000011386.1","si:dkey-174n20.1","ZFIN",NA,NA,"ZDB-GENE-030131-7890","si:dkey-174n20.1",NA,NA,NA,NA,NA,NA
"16043","ENSAPEG00000011387","ENSAPEP00000015975","ENSAPEG00000011387.1","ENSAPEG00000011387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16044","ENSAPEG00000011388","ENSAPEP00000015990","ENSAPEG00000011388.1","ENSAPEG00000011388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16045","ENSAPEG00000011389","ENSAPEP00000015980","ENSAPEG00000011389.1","ENSAPEG00000011389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16046","ENSAPEG00000011390","ENSAPEP00000015978","ENSAPEG00000011390.1","naif1","ZFIN",NA,NA,"ZDB-GENE-081104-236","naif1","ENSMUSG00000039164","Naif1","ortholog_one2one",56.6092,60.2446,1
"16047","ENSAPEG00000011391","ENSAPEP00000015984","ENSAPEG00000011391.1","pomt2","ZFIN",NA,NA,"ZDB-GENE-070112-1002","pomt2","ENSMUSG00000034126","Pomt2","ortholog_one2one",56.1677,57.1951,0
"16048","ENSAPEG00000011391","ENSAPEP00000015996","ENSAPEG00000011391.1","pomt2","ZFIN",NA,NA,"ZDB-GENE-070112-1002","pomt2","ENSMUSG00000034126","Pomt2","ortholog_one2one",56.1677,57.1951,0
"16049","ENSAPEG00000011392","ENSAPEP00000015981","ENSAPEG00000011392.1","cyb5b","ZFIN",NA,NA,"ZDB-GENE-040426-2614","cyb5b","ENSMUSG00000031924","Cyb5b","ortholog_one2one",45.9119,50,0
"16050","ENSAPEG00000011392","ENSAPEP00000015988","ENSAPEG00000011392.1","cyb5b","ZFIN",NA,NA,"ZDB-GENE-040426-2614","cyb5b","ENSMUSG00000031924","Cyb5b","ortholog_one2one",45.9119,50,0
